payer_context_rule_id,source_canonical_payer_id,source_clean_payer_name,plan_pattern,match_type,match_scope,match_state,priority,market_segment,program_type,product_or_network_name,subsidiary_or_brand,benefit_line,funding_arrangement,context_state,plan_type,context_confidence,validation_status,review_status,reviewed_by,reviewed_at,active,evidence_source,evidence_url,notes
pcr_alias_wellcare_tn,wellcare,wellcare of tn,wellcare of tn,payer_name,global,,60,medicaid_managed_care,,,,,,TN,,medium,manual_alias,accepted,initial_seed,2026-05-25,true,manual_review,,Observed state-specific Wellcare alias.
pcr_amerigroup_wellpoint_medicare,amerigroup,amerigroup,medicare wellpoint,plan_contains,state,TN,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,elevance_medicare,https://www.elevancehealth.com/newsroom/elevance-healths-affiliated-2025-medicare-advantage-plans,Amerigroup Medicare Wellpoint plan text maps to Wellpoint Medicare Advantage due Tennessee Amerigroup rebrand context. Confidence medium.
pcr_anthem_ca_blueconnection,anthem_blue_cross_california,anthem,blueconnection,exact_clean,state,CA,10,commercial,,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-28,true,anthem_ca_about,https://www.anthem.com/ca/about,Observed BlueConnection plan text under California Anthem is treated as commercial network context. Confidence medium.
pcr_anthem_ca_comm,anthem_blue_cross_california,anthem,comm,exact_clean,state,CA,10,commercial,,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-28,true,anthem_ca_about,https://www.anthem.com/ca/about,COMM is treated as commercial only under California Anthem payer context. Confidence medium.
pcr_anthem_ca_exchange,anthem_blue_cross_california,anthem,exchange,plan_contains,state,CA,10,exchange_marketplace,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_home,https://www.anthem.com/ca,Exchange plan text under California Anthem maps to exchange marketplace coverage. Confidence medium.
pcr_anthem_ca_mcr,anthem_blue_cross_california,anthem,mcr,exact_clean,state,CA,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_medicare,https://www.anthem.com/ca/medicare/medicare-advantage-plans/mediblue-hmo,MCR is a Medicare signal only under California Anthem payer context. Confidence medium.
pcr_anthem_ca_medi_cal,anthem_blue_cross_california,anthem,medi-cal,exact_clean,state,CA,10,medicaid_managed_care,medi_cal,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_medicaid,https://mss.anthem.com/california-medicaid/benefits/medi-cal-plan-benefits.html,Anthem California Medi-Cal plan text maps to Anthem Blue Cross California Medi-Cal managed care. Confidence high.
pcr_anthem_wi_blue_access,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,blue access,plan_contains,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_about,https://www.anthem.com/about,Blue Access plan text under Anthem Wisconsin maps to commercial coverage. Confidence high.
pcr_anthem_wi_blue_preferred,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,blue preferred,plan_contains,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_about,https://www.anthem.com/about,Blue Preferred plan text under Anthem Wisconsin maps to commercial coverage. Confidence high.
pcr_anthem_wi_blue_traditional,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,blue traditional,plan_contains,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_about,https://www.anthem.com/about,Blue Traditional plan text under Anthem Wisconsin maps to commercial coverage. Confidence high.
pcr_anthem_wi_fep,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,federal employee program,plan_contains,global,,50,commercial,federal_employee_program,bcbs_federal_employee_program,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,fepblue_about,https://www.fepblue.org/about-us,Federal Employee Program plan text maps to the national BCBS FEP identity rather than a local commercial product. Confidence high.
pcr_anthem_wi_mediblue,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,mediblue,plan_contains,global,,50,medicare_advantage,medicare_advantage,mediblue,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,elevance_medicare,https://www.elevancehealth.com/newsroom/elevance-healths-affiliated-2025-medicare-advantage-plans,Anthem MediBlue plan text maps to Anthem Wisconsin Medicare Advantage. Confidence high.
pcr_anthem_wi_medicaid,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,medicaid,plan_contains,global,,50,medicaid_managed_care,badgercare_plus,,,,,WI,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_wi_medicaid,https://mss.anthem.com/wi/home.html,Anthem Wisconsin Medicaid plan text maps to the Wisconsin Medicaid bucket. Confidence high.
pcr_anthem_wi_medicare_advantage,anthem_bcbs_wisconsin,anthem blue cross blue shield wisconsin,medicare advantage,plan_contains,global,,50,medicare_advantage,medicare_advantage,mediblue,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,elevance_medicare,https://www.elevancehealth.com/newsroom/elevance-healths-affiliated-2025-medicare-advantage-plans,Anthem Wisconsin Medicare Advantage plan text maps to the Medicare Advantage bucket. Confidence high.
pcr_bcbs_michigan_bcn,bcbs_michigan,blue cross blue shield of michigan,blue care network,plan_contains,global,,50,commercial,,blue_care_network,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,michigan_state_benefits,https://www.michigan.gov/mdcs/employeebenefits/insurance-plans,Blue Care Network plan text maps to the Michigan BCN commercial HMO bucket unless the more specific Medicare Advantage rule applies. Confidence high.
pcr_bcbs_michigan_bcn_ma,bcbs_michigan,blue cross blue shield of michigan,blue care network medicare advantage,plan_contains,global,,50,medicare_advantage,medicare_advantage,blue_care_network,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,michigan_state_benefits,https://www.michigan.gov/mdcs/employeebenefits/retiree,Blue Care Network Medicare Advantage plan text maps to BCN Medicare Advantage. Confidence high.
pcr_bcbs_michigan_commercial,bcbs_michigan,blue cross blue shield of michigan,^(blue cross blue shield of michigan (ppo network|indemnity plans))$,regex,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_licensee_list,https://www.bcbs.com/about-us/blue-cross-blue-shield-system/state-health-plan-companies,BCBS Michigan PPO network and indemnity plan text maps to commercial coverage. Confidence high.
pcr_bcbs_michigan_fep,bcbs_michigan,blue cross blue shield of michigan,federal employee program,plan_contains,global,,50,commercial,federal_employee_program,bcbs_federal_employee_program,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,fepblue_michigan,https://www.fepblue.org/contact-us/michigan,Federal Employee Program plan text under BCBS Michigan maps to national BCBS FEP. Confidence high.
pcr_bcbs_michigan_ma,bcbs_michigan,blue cross blue shield of michigan,medicare advantage,plan_contains,global,,50,medicare_advantage,medicare_advantage,medicare_plus_blue,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_medicare,https://www.bcbs.com/explore-affordable-health-plans/medicare,BCBS Michigan Medicare Advantage plan text maps to BCBS Michigan Medicare Advantage. Confidence medium.
pcr_bcbs_michigan_plus_blue,bcbs_michigan,blue cross blue shield of michigan,plus blue,plan_contains,global,,50,medicare_advantage,medicare_advantage,medicare_plus_blue,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bcbs_medicare,https://www.bcbs.com/explore-affordable-health-plans/medicare,Plus Blue plan text maps to BCBS Michigan Medicare Advantage. Confidence medium.
pcr_bcbs_tn_dental,bcbs_tennessee,bcbs of tn,preferred dental,plan_contains,state,TN,10,commercial,,,,dental,,,,medium,manual_alias,accepted,initial_seed,2026-05-28,true,manual_review,,Preferred Dental plan text under BCBS of TN maps to a dental benefit-line bucket. Confidence medium.
pcr_bcbs_tn_medicare_transplant,bcbs_tennessee,bcbs,blue cross medicare,plan_contains,state,TN,10,medicare_advantage,medicare_advantage,blueadvantage,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bcbst_medicare,https://www.bcbstmedicare.com/,BCBS Tennessee payer with Blue Cross Medicare transplant plan text maps to BlueAdvantage. Transplant remains raw plan context. Confidence medium.
pcr_bcbst_blueadvantage,bcbs_tennessee,bcbst,blue advantage,plan_contains,state,TN,10,medicare_advantage,medicare_advantage,blueadvantage,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bcbst_medicare,https://www.bcbstmedicare.com/,BlueAdvantage plan text under BCBST maps to the Tennessee Medicare Advantage product family. Confidence high.
pcr_bcbst_bluecare,bcbs_tennessee,bcbst,bluecare,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,bluecare_tennessee,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,BlueCare plan text under BCBST maps to BlueCare Tennessee Medicaid unless the more specific BlueCare Plus rule applies. Confidence high.
pcr_bcbst_bluecare_plus,bcbs_tennessee,bcbst,bluecare plus,plan_contains,state,TN,10,medicare_advantage,dsnp,bluecare_plus,bluecare_tennessee,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,BlueCare Plus plan text under BCBST maps to the Medicare with Medicaid D-SNP product. Confidence high.
pcr_bcbst_tenncare_select,bcbs_tennessee,bcbst,tenncare select,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,bluecare_tennessee,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,TennCare Select plan text under BCBST maps to the BlueCare Tennessee Medicaid bucket. Confidence high.
pcr_blue_cross_ca_commercial,anthem_blue_cross_california,blue cross,^(ucd hb blue cross (hmo|ppo|marshall emp|uc care|uc ship))$,regex,state,CA,10,commercial,,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-28,true,anthem_ca_about,https://www.anthem.com/ca/about,UC Davis Blue Cross HMO PPO employer UC Care and UC SHIP plan text maps to Anthem Blue Cross California commercial coverage. Confidence medium.
pcr_blue_cross_ca_covered_ca,anthem_blue_cross_california,blue cross,covered ca,plan_contains,state,CA,10,exchange_marketplace,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_home,https://www.anthem.com/ca,California Blue Cross Covered CA plan text maps to Anthem Blue Cross California exchange marketplace coverage. Confidence high.
pcr_blue_cross_ca_med_adv,anthem_blue_cross_california,blue cross,med adv,plan_contains,state,CA,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_ca_medicare,https://www.anthem.com/ca/medicare/medicare-advantage-plans/mediblue-hmo,California Blue Cross Medicare Advantage plan text maps to Anthem Blue Cross California Medicare Advantage. Confidence high.
pcr_blue_cross_ga_shbp_medicare,bcbs_georgia,blue cross,state health benefit plan medicare managed care plan,exact_clean,state,GA,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,georgia_shbp_anthem,https://shbp.georgia.gov/plan-options-programs/anthem-blue-cross-and-blue-shield,Georgia SHBP Medicare managed care plan text under Blue Cross maps to Anthem BCBS Georgia Medicare Advantage. Confidence medium.
pcr_blue_cross_idaho_medicare,blue_cross_idaho,blue cross of idaho,medicare advantage,exact_clean,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,blue_cross_idaho_medicare,https://providers.bcidaho.com/policies-and-procedures/map/map100.page,Blue Cross of Idaho Medicare Advantage plan text maps to the Medicare Advantage bucket. Confidence high.
pcr_blue_cross_tn_anthem_healthkeepers_medicaid,bcbs_tennessee,blue cross,anthem hlthkeep mediciad,exact_clean,state,TN,10,medicaid_managed_care,medicaid_mco,,anthem_healthkeepers,,,VA,,medium,source_verified,accepted,initial_seed,2026-05-28,true,anthem_about,https://www.anthem.com/about,Plan text appears to be misspelled Anthem HealthKeepers Medicaid and maps to Virginia Medicaid. Confidence medium.
pcr_blue_cross_tn_anthem_medicare_va,bcbs_tennessee,blue cross,anthem medicare virginia,exact_clean,state,TN,10,medicare_advantage,medicare_advantage,,,,,VA,,medium,source_verified,accepted,initial_seed,2026-05-28,true,elevance_medicare,https://www.elevancehealth.com/newsroom/elevance-healths-affiliated-2025-medicare-advantage-plans,Plan text explicitly names Anthem Medicare Virginia despite Tennessee source hospital context. Confidence medium.
pcr_blue_cross_tn_blue_cross_medicare,bcbs_tennessee,blue cross,blue cross medicare,plan_contains,state,TN,10,medicare_advantage,medicare_advantage,blueadvantage,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bcbst_medicare,https://www.bcbstmedicare.com/,Blue Cross Medicare plan text in Tennessee maps to BCBST BlueAdvantage Medicare Advantage. Confidence medium.
pcr_blue_cross_tn_bluecare,bcbs_tennessee,blue cross,tenncare blue care,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,bluecare_tennessee,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,TennCare Blue Care plan text under Tennessee Blue Cross maps to BlueCare Tennessee Medicaid. Confidence high.
pcr_blue_cross_tn_dsnp,bcbs_tennessee,blue cross,blue cross dsnp,plan_contains,state,TN,5,medicare_advantage,dsnp,bluecare_plus,bluecare_tennessee,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,Blue Cross D-SNP plan text in Tennessee maps to BlueCare Plus Medicare with Medicaid. Confidence medium.
pcr_blue_cross_tn_tenncare_blue_select,bcbs_tennessee,blue cross,tenncare blue select,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,bluecare_tennessee,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,TennCare Blue Select plan text under Tennessee Blue Cross maps to BlueCare Tennessee Medicaid. Confidence high.
pcr_blue_shield_ca_commercial,blue_shield_california,blue shield,^(comm|epn|ucd hb blue shield (ifp|referred|calpers))$,regex,state,CA,10,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,blue_shield_ca_plans,https://www.blueshieldca.com/en/home/shop-plans,California Blue Shield COMM EPN IFP referred and CalPERS cues map to commercial coverage. Confidence medium.
pcr_blue_shield_ca_mcr,blue_shield_california,blue shield,^mcr(hmo|ppo|pos|snp)$,regex,state,CA,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,blue_shield_ca_medicare,https://www.blueshieldca.com/en/medicare/medicare-plan-types/medicare-advantage-plans,Compact MCR plan labels under California Blue Shield map to Medicare Advantage. Confidence medium.
pcr_blue_shield_ca_pffs,blue_shield_california,blue shield,pffs,exact_clean,state,CA,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,blue_shield_ca_medicare,https://www.blueshieldca.com/en/medicare/medicare-plan-types/medicare-advantage-plans,PFFS under California Blue Shield is treated as Medicare Advantage private fee for service context. Confidence medium.
pcr_bluecare_bluecare_plus,bcbs_tennessee,bluecare,bluecare plus,plan_contains,state,TN,10,medicare_advantage,dsnp,bluecare_plus,bluecare_tennessee,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,BlueCare Plus plan text under BlueCare maps to the Medicare with Medicaid product. Confidence high.
pcr_bluecare_dsnp,bcbs_tennessee,bluecare,dsnp,token_contains,state,TN,5,medicare_advantage,dsnp,bluecare_plus,bluecare_tennessee,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,bluecare_plans,https://www.bcbst.com/publicsites/bluecare/plans-programs/bluecaretn/,D-SNP plan text under BlueCare maps to BlueCare Plus Medicare with Medicaid. Confidence high.
pcr_humana_choice,humana,humana,humana choice,plan_contains,global,,50,commercial,,humana_choicecare,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Humana Choice plan text indicates the ChoiceCare network bucket rather than generic Humana.
pcr_humana_choicecare,humana,humana,choicecare,plan_contains,global,,50,commercial,,humana_choicecare,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,ChoiceCare plan context under Humana maps to the Humana ChoiceCare network bucket.
pcr_humana_commercial_hmox_ppox_posx,humana,humana,commercial hmox - ppox & posx,plan_contains,global,,50,commercial,,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Generic Humana commercial HMO PPO POS plan text maps to Humana Commercial when no more-specific Humana bucket applies.
pcr_humana_commercial_hmox_ppox_posx_non_physician,humana,humana,commercial hmox - ppox & posx - non physician,plan_contains,global,,50,commercial,,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Generic Humana commercial HMO PPO POS non-physician plan text maps to Humana Commercial when no more-specific Humana bucket applies.
pcr_humana_dental,humana,humana,humana dental,plan_contains,global,,50,commercial,,,,dental,,,,medium,manual_exact,accepted,initial_seed,2026-05-27,true,manual_review,,Humana dental plan text maps to the dental payer bucket.
pcr_humana_generic_medicare_advantage,humana,humana,medicare advantage,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Medicare Advantage plan text maps to Humana Medicare Advantage only when the payer context is Humana; detailed HMO/PPO/provider-type text is preserved in raw plan fields.
pcr_humana_mcr,humana,humana,mcr,token_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,MCR is a weak Medicare signal and maps to Humana Medicare Advantage only under Humana payer context.
pcr_humana_medicare,humana,humana,humana medicare,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Humana Medicare plan text maps to Humana Medicare Advantage for negotiated-rate analysis.
pcr_humana_medicare_managed_care,humana,humana,medicare managed care plan,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,manual_alias,accepted,initial_seed,2026-05-27,true,manual_review,,Medicare managed care plan text maps to Humana Medicare Advantage only under Humana payer context.
pcr_humana_military,humana,humana,humana military,token_contains,global,,50,tricare_va,tricare_east,,humana_military,,,,,medium,source_verified,accepted,initial_seed,2026-05-25,true,tricare_east,https://www.tricare.mil/east,Plan text indicates Humana Military East rather than broad Humana.
pcr_humana_tricare,humana,humana,tricare,token_contains,global,,50,tricare_va,tricare_east,,humana_military,,,,,medium,source_verified,accepted,initial_seed,2026-05-25,true,tricare_east,https://www.tricare.mil/east,TRICARE plan text indicates Humana Military East rather than broad Humana.
pcr_regence_idaho_medicare,regence_blueshield_idaho,regence blueshield of idaho,medicare advantage,exact_clean,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,regence_medicare,https://www.regence.com/medicare/plans,Regence BlueShield of Idaho Medicare Advantage plan text maps to the Medicare Advantage bucket. Confidence high.
pcr_uhc_aarp_medicare,unitedhealthcare,uhc,aarp medicare,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,AARP Medicare plan text under UHC maps to UnitedHealthcare Medicare Advantage. Confidence high.
pcr_uhc_commercial_networks,unitedhealthcare,uhc,^(uhc options ppo|uhc core payer|aco tiered|heritage benefit plan|uhc charter|uhc navigate|united healthcare (emp|options ppo|ppo|heritage select adv|nexus aco)( adult| pediatric)?|uhc heritage select|uhc heritage river valley|ucd hb uhc (non hmo|select & select plus|hmo assigned))$,regex,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_networks,https://myallsavers.com/MyAllSavers/Home/FindDoc,UHC Options PPO Core Charter Navigate Heritage Nexus ACO EMP and UC Davis UHC network cues map to UnitedHealthcare commercial. Confidence medium.
pcr_uhc_community_plan_tn,unitedhealthcare,uhc,community plan,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,unitedhealthcare_community_plan,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_tenncare_manual,https://ams-prod.uhcprovider.com/content/dam/provider/docs/public/admin-guides/comm-plan/TN-TennCare-Care-Provider-Administrative-Manual.pdf,Community Plan text under UHC in Tennessee maps to UnitedHealthcare Community Plan of Tennessee unless a stronger Medicare SNP cue applies. Confidence high.
pcr_uhc_community_tn,unitedhealthcare,uhc,uhc community,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,unitedhealthcare_community_plan,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_tenncare_manual,https://ams-prod.uhcprovider.com/content/dam/provider/docs/public/admin-guides/comm-plan/TN-TennCare-Care-Provider-Administrative-Manual.pdf,UHC Community plan text in Tennessee maps to the TennCare Medicaid bucket unless a stronger Medicare SNP cue applies. Confidence high.
pcr_uhc_dsnp,unitedhealthcare,uhc,dsnp,token_contains,global,,5,medicare_advantage,dsnp,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_community_state,https://www.uhccommunityandstate.com/faq,D-SNP plan text under UHC maps to UnitedHealthcare Medicare Advantage because Community and State identifies SNP services for dual eligible members. Confidence high.
pcr_uhc_dual_complete,unitedhealthcare,uhc,dual complete,plan_contains,global,,5,medicare_advantage,dsnp,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,UnitedHealthcare Dual Complete is a Medicare Advantage D-SNP cue. Confidence high.
pcr_uhc_exchange,unitedhealthcare,uhc,exchange,plan_contains,global,,50,exchange_marketplace,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_exchange,https://www.uhcprovider.com/en/health-plans-by-state/exchange-plans.html,Exchange plan text under UHC maps to UnitedHealthcare Individual Exchange. Confidence high.
pcr_uhc_individual_ex,unitedhealthcare,uhc,individual ex,plan_contains,global,,50,exchange_marketplace,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_exchange,https://www.uhcprovider.com/en/health-plans-by-state/exchange-plans.html,Individual Ex plan text under UHC maps to UnitedHealthcare Individual Exchange. Confidence medium.
pcr_uhc_kentucky_medicaid,unitedhealthcare,uhc,uhccp kentucky medicaid,plan_contains,global,,50,medicaid_managed_care,medicaid_mco,,unitedhealthcare_community_plan,,,KY,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_community_state,https://www.uhccommunityandstate.com/who-we-serve,UHCCP Kentucky Medicaid plan text maps to UnitedHealthcare Community Plan of Kentucky. Confidence medium.
pcr_uhc_mcr,unitedhealthcare,uhc,mcr,token_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,inferred_from_pattern,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,MCR is a weak Medicare signal and maps to UnitedHealthcare Medicare Advantage only under UHC payer context. Confidence medium.
pcr_uhc_medicare,unitedhealthcare,uhc,medicare,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,Medicare plan text under UHC maps to UnitedHealthcare Medicare Advantage. Confidence high.
pcr_uhc_snp,unitedhealthcare,uhc,snp,token_contains,global,,5,medicare_advantage,dsnp,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_community_state,https://www.uhccommunityandstate.com/faq,SNP plan text under UHC maps to UnitedHealthcare Medicare Advantage. Confidence medium.
pcr_uhc_tenncare,unitedhealthcare,uhc,tenncare,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,unitedhealthcare_community_plan,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_tenncare_manual,https://ams-prod.uhcprovider.com/content/dam/provider/docs/public/admin-guides/comm-plan/TN-TennCare-Care-Provider-Administrative-Manual.pdf,TennCare plan text under UHC maps to UnitedHealthcare Community Plan of Tennessee. Confidence high.
pcr_uhc_wisconsin_commercial,unitedhealthcare,"united healthcare of wisconsin, inc.",united healthcare hmo/ppo/pos/epo networks,exact_clean,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_home,https://www.uhc.com/,UnitedHealthcare HMO PPO POS EPO network text under the Wisconsin legal entity maps to commercial network context. Confidence high.
pcr_uhc_wisconsin_medicaid,unitedhealthcare,"united healthcare of wisconsin, inc.",medicaid,plan_contains,global,,50,medicaid_managed_care,medicaid_mco,,unitedhealthcare_community_plan,,,WI,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_community_state,https://www.uhccommunityandstate.com/who-we-serve,UnitedHealthcare of Wisconsin Medicaid plan text maps to UnitedHealthcare Community Plan of Wisconsin. Confidence high.
