payer_context_rule_id,source_canonical_payer_id,source_clean_payer_name,plan_pattern,match_type,match_scope,match_state,priority,market_segment,program_type,product_or_network_name,subsidiary_or_brand,benefit_line,funding_arrangement,context_state,plan_type,context_confidence,validation_status,review_status,reviewed_by,reviewed_at,active,evidence_source,evidence_url,notes
pcr_uhc_wisconsin_medicare,unitedhealthcare,"united healthcare of wisconsin, inc.",medicare advantage,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,cms_uhc_wisconsin,https://www.cms.gov/newsroom/press-releases/managed-care-plan-expands-include-medicare-beneficiaries-3-wisconsin-counties,UnitedHealthcare of Wisconsin Medicare Advantage plan text maps to UnitedHealthcare Medicare Advantage. Confidence high.
pcr_uhc_wisconsin_va_ccn,unitedhealthcare,"united healthcare of wisconsin, inc.",va community care network,exact_clean,global,,50,tricare_va,va_ccn,,optum,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,va_ccn_providers,https://www.va.gov/COMMUNITYCARE/providers/Community-Care-Network.asp,VA Community Care Network plan text maps to Optum VA Community Care Network. Confidence high.
pcr_united_dbp,unitedhealthcare,united,united dbp,exact_clean,global,,50,commercial,,dental_benefit_providers,,dental,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_dental_faq,https://www.dbp.com/dental/dental-faq.html,United DBP plan text maps to UnitedHealthcare Dental Benefit Providers. Confidence high.
pcr_united_healthcare_commercial_networks,unitedhealthcare,united healthcare,^(uhc heritage select|uhc heritage river valley|ucd hb uhc (non hmo|select & select plus|hmo assigned))$,regex,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_networks,https://myallsavers.com/MyAllSavers/Home/FindDoc,UHC Heritage and UC Davis UHC network cues under United Healthcare map to commercial network context. Confidence medium.
pcr_united_healthcare_community_plan_tn,unitedhealthcare,united healthcare,community plan,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,unitedhealthcare_community_plan,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_tenncare_manual,https://ams-prod.uhcprovider.com/content/dam/provider/docs/public/admin-guides/comm-plan/TN-TennCare-Care-Provider-Administrative-Manual.pdf,Community Plan text under United Healthcare in Tennessee maps to UnitedHealthcare Community Plan of Tennessee unless a stronger Medicare SNP cue applies. Confidence high.
pcr_united_healthcare_dsnp,unitedhealthcare,united healthcare,dsnp,token_contains,global,,5,medicare_advantage,dsnp,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_community_state,https://www.uhccommunityandstate.com/faq,D-SNP plan text under United Healthcare maps to UnitedHealthcare Medicare Advantage. Confidence high.
pcr_united_healthcare_med_adv,unitedhealthcare,united healthcare,med adv,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,Med Adv plan text under United Healthcare maps to UnitedHealthcare Medicare Advantage. Confidence high.
pcr_united_healthcare_medicare,unitedhealthcare,united healthcare,medicare,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,Medicare plan text under United Healthcare maps to UnitedHealthcare Medicare Advantage. Confidence high.
pcr_united_healthcare_tenncare,unitedhealthcare,united healthcare,tenncare,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,unitedhealthcare_community_plan,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_tenncare_manual,https://ams-prod.uhcprovider.com/content/dam/provider/docs/public/admin-guides/comm-plan/TN-TennCare-Care-Provider-Administrative-Manual.pdf,TennCare plan text under United Healthcare maps to UnitedHealthcare Community Plan of Tennessee. Confidence high.
pcr_united_healthcare_va_medicaid,unitedhealthcare,united healthcare,medicaid virginia,plan_contains,global,,50,medicaid_managed_care,medicaid_mco,,unitedhealthcare_community_plan,,,VA,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_community_state,https://www.uhccommunityandstate.com/who-we-serve,UnitedHealthcare Medicaid Virginia plan text maps to UnitedHealthcare Community Plan of Virginia. Confidence medium.
pcr_united_mcr_mgmcr,unitedhealthcare,united,mgmcr,exact_clean,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,inferred_from_pattern,accepted,initial_seed,2026-05-28,true,aarp_medicare_uhc,https://www.aarpmedicareplans.com/,MGMCR under observed United payer context is treated as a Medicare managed-care cue. Confidence medium.
pcr_united_optionsppo,unitedhealthcare,united,optionsppo,exact_clean,global,,50,commercial,,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_networks,https://myallsavers.com/MyAllSavers/Home/FindDoc,OptionsPPO under United payer context maps to UnitedHealthcare commercial network context. Confidence medium.
pcr_unitedhealthcare_optum_ccn,unitedhealthcare,unitedhealthcare,optum community care network government,exact_clean,state,GA,10,tricare_va,va_ccn,,optum,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,va_ccn_providers,https://www.va.gov/COMMUNITYCARE/providers/Community-Care-Network.asp,Optum Community Care Network Government plan text maps to Optum VA Community Care Network. Confidence medium.
pcr_unitedhealthcare_shbp_medicare,unitedhealthcare,unitedhealthcare,state health benefit plan medicare managed care plan,exact_clean,state,GA,10,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,uhc_medicare,https://www.uhc.com/medicare,Georgia SHBP Medicare managed care plan text under UnitedHealthcare maps to UnitedHealthcare Medicare Advantage. Confidence medium.
pcr_alias_alignment_health_plan,alignment_health_plan,alignment health plan,alignment health plan,payer_name,global,,60,medicare_advantage,medicare_advantage,alignment_health_plan,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,alignment_health_plan,https://www.alignmenthealthplan.com/,Alignment Health Plan payer value maps to Medicare Advantage context. Confidence high.
pcr_alias_cigna_bh,cigna,cigna bh,cigna bh,payer_name,global,,60,commercial,,,cigna_behavioral_health,behavioral_health,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,cigna_behavioral_health,https://www.cigna.com/health-care-providers/credentialing/join-behavioral-health-network,Cigna BH payer value maps to Cigna behavioral health commercial benefit-line context based on observed COMMBH plan text. Confidence high.
pcr_alias_kaiser_senior_advantage,kaiser_permanente,kaiser senior advantage,kaiser senior advantage,payer_name,global,,60,medicare_advantage,medicare_advantage,kaiser_senior_advantage,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,kaiser_wa_health_plans,https://wa.kaiserpermanente.org/html/public/health-plans/,Kaiser Senior Advantage payer value maps to Kaiser Permanente Medicare Advantage context. Confidence high.
pcr_kaiser_wa_medicare,kaiser_permanente,kaiser foundation health plan of washington,medicare advantage,exact_clean,global,,50,medicare_advantage,medicare_advantage,kaiser_medicare_advantage,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,kaiser_wa_health_plans,https://wa.kaiserpermanente.org/html/public/health-plans/,Medicare Advantage plan text under Kaiser Foundation Health Plan of Washington maps to Kaiser Permanente Medicare Advantage context. Confidence high.
pcr_alias_nhc,nhc_advantage,nhc,nhc,payer_name,global,,60,medicare_advantage,medicare_advantage,nhc_advantage,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,nhc_advantage_soc,https://nhcadvantageplan.com/wp-content/uploads/2021/04/NHC-Advantage-SOC-Updated-May-2024.pdf,NHC payer value with observed Medicare Advantage plan context maps to NHC Advantage Medicare managed care. Confidence high.
pcr_alias_pacific_health_alliance,pacific_health_alliance,pha pacific health alliance,pha pacific health alliance,payer_name,global,,60,commercial,,pacific_health_alliance_network,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,pacific_health_alliance,https://www.pacifichealthalliance.com/,PHA Pacific Health Alliance payer value maps to Northern California commercial managed care network context. Confidence high.
pcr_pacificsource_medicare,pacificsource,pacific source,medicare advantage,exact_clean,global,,50,medicare_advantage,medicare_advantage,pacificsource_medicare,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,pacificsource_medicare,https://medicare.pacificsource.com/,Medicare Advantage plan text under PacificSource maps to PacificSource Medicare Advantage context. Confidence high.
pcr_alias_sutter_select,sutter_select,sutter select,sutter select,payer_name,global,,60,commercial,,sutterselect_health_plan,,medical,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,sutterselect_umr,https://sutterselect.tpa.com/,Sutter Select payer value maps to SutterSelect commercial employer health plan context with UMR administration noted. Confidence medium.
pcr_alias_triwest_healthcare_alliance,triwest_healthcare_alliance,triwest healthcare alliance,triwest healthcare alliance,payer_name,global,,60,tricare_va,va_ccn,va_community_care_network,triwest,medical,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,va_ccn_providers,https://www.va.gov/COMMUNITYCARE/providers/Community-Care-Network.asp,TriWest Healthcare Alliance payer value maps to VA Community Care Network administrator context. Confidence high.
pcr_wellpoint_community_care,wellpoint,wellpoint,community care,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,wellpoint_tn_medicaid,https://www.wellpoint.com/tn/medicaid,Wellpoint Community Care plan text maps to Wellpoint Tennessee Medicaid unless Medicare context applies. Confidence high.
pcr_wellpoint_medicare,wellpoint,wellpoint,medicare,plan_contains,global,,50,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,initial_seed,2026-05-28,true,elevance_medicare,https://www.elevancehealth.com/newsroom/elevance-healths-affiliated-2025-medicare-advantage-plans,Wellpoint Medicare plan text maps to Wellpoint Medicare Advantage. Confidence high.
pcr_wellpoint_tenncare,wellpoint,wellpoint,tenncare,plan_contains,state,TN,10,medicaid_managed_care,tenncare,,,,,TN,,medium,source_verified,accepted,initial_seed,2026-05-28,true,wellpoint_tn_medicaid,https://www.wellpoint.com/tn/medicaid,Wellpoint TennCare plan text maps to Wellpoint Tennessee Medicaid. Confidence high.
pcr_alias_alexian_tn,ascension_living_alexian_pace,alexian,alexian,payer_name,state,TN,60,other_government,pace,ascension_living_alexian_pace,,,,TN,,medium,source_verified,accepted,codex_research,2026-05-29,true,alexian_pace,https://www.ascensionliving.org/find-a-community/ascension-living-alexian-pace,Tennessee Alexian payer value maps to Ascension Living Alexian PACE program context. Confidence high.
pcr_alias_central_health_plan,central_health_plan,central health plan,central health plan,payer_name,global,,60,medicare_advantage,medicare_advantage,central_health_medicare_plan,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,central_health_plan,https://www.centralhealthplan.com/Home,Central Health Plan payer value maps to Central Health Medicare Advantage context. Confidence high.
pcr_alias_clever_care_golden_state,clever_care_health_plan,clever care of golden state,clever care of golden state,payer_name,global,,60,medicare_advantage,medicare_advantage,clever_care_medicare_advantage,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,clever_care_ma,https://clevercarehealthplan.com/wp-content/uploads/2020/10/2021_LIS-Summary_EN_web-201012.pdf,Clever Care of Golden State payer value maps to Clever Care Medicare Advantage context. Confidence high.
pcr_alias_corvel,corvel,corvel corporation,corvel corporation,payer_name,global,,60,workers_comp,workers_comp,corvel_workers_comp,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,corvel_home,https://www.corvel.com/,CorVel payer value maps to workers compensation claims administration context. Confidence high.
pcr_alias_healthcomp,healthcomp,healthcomp,healthcomp,payer_name,global,,60,commercial,,healthcomp_tpa,,,self_funded,,,medium,source_verified,accepted,codex_research,2026-05-29,true,healthcomp_home,https://healthcomp.com/,HealthComp payer value maps to commercial self-funded employer benefit administration context. Confidence high.
pcr_alias_hpi,health_plans_inc,hpi,hpi,payer_name,global,,60,commercial,,health_plans_inc_tpa,,,self_funded,,,medium,source_verified,accepted,codex_research,2026-05-29,true,hpi_our_story,https://shp.healthplansinc.com/our-story/,HPI payer value maps to commercial self-funded employer third-party administration context. Confidence high.
pcr_alias_lucent,lucent_health,lucent,lucent,payer_name,global,,60,commercial,,lucent_health_tpa,,,self_funded,,,medium,source_verified,accepted,codex_research,2026-05-29,true,lucent_about,https://lucenthealth.com/about/,Lucent payer value maps to Lucent Health self-insured employer benefits administration context. Confidence high.
pcr_managed_health_network_comm,managed_health_network,managed health network,comm,exact_clean,global,,50,commercial,,,managed_health_network,behavioral_health,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,healthnet_mhn,https://www.healthnet.com/content/healthnet/en_us/population-health-management/behavioral-health.html,COMM plan text under Managed Health Network maps to commercial behavioral health context. Confidence medium.
pcr_managed_health_network_mcr,managed_health_network,managed health network,mcr,exact_clean,global,,50,medicare_advantage,medicare_advantage,,managed_health_network,behavioral_health,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,healthnet_mhn,https://www.healthnet.com/content/healthnet/en_us/population-health-management/behavioral-health.html,MCR plan text under Managed Health Network maps to Medicare behavioral health context. Confidence medium.
pcr_alias_medben,medben,medben,medben,payer_name,global,,60,commercial,,medben_tpa,,,self_funded,,,medium,source_verified,accepted,codex_research,2026-05-29,true,medben_home,https://www.medben.com/,MedBen payer value maps to commercial self-funded employer third-party administration context. Confidence high.
pcr_alias_nx_health_network,valenz_access,nx health network,nx health network,payer_name,global,,60,commercial,,valenz_access,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,valenz_nx_rebrand,https://www.valenzhealth.com/news/united-claim-solutions-becomes-valenz,NX Health Network payer value maps to Valenz Access commercial network context. Confidence high.
pcr_alias_on_lok_senior_health,on_lok_senior_health,on lok senior health,on lok senior health,payer_name,global,,60,other_government,pace,on_lok_pace,,,,CA,,medium,source_verified,accepted,codex_research,2026-05-29,true,on_lok_pace,https://www.onlok.org/pace/,On Lok Senior Health payer value maps to On Lok PACE program context. Confidence high.
pcr_alias_partner_direct_health,partners_direct_health,partner direct health,partner direct health,payer_name,global,,60,commercial,,partners_direct_health_network,,,self_funded,,,medium,source_verified,accepted,codex_research,2026-05-29,true,pdh_faq,https://partnersdirecthealth.com/faq/,Partner Direct Health payer value maps to direct-contracting commercial employer network context. Confidence high.
pcr_point_comfort_rma,point_comfort_underwriters,point comfort underwriters,refugee medical assistance progr,exact_clean,global,,10,other_government,refugee_medical_assistance,point_comfort_united,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,point_comfort_rma,https://rma.pointcomfort.com/files/RMA%20User%20Guide.pdf,Refugee Medical Assistance plan text under Point Comfort maps to Point Comfort-administered RMA context. Confidence high.
pcr_point_comfort_uc,point_comfort_underwriters,point comfort underwriters,unaccompanied children program,exact_clean,global,,10,other_government,orr_unaccompanied_children,point_comfort_united,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,point_comfort_provider_manual,https://maps.pointcomfort.com/pdfs/pcu%20provider%20manual%20082919.pdf,Unaccompanied Children Program text under Point Comfort maps to ORR unaccompanied children program administration context. Confidence high.
pcr_alias_scan_health_plan,scan_health_plan,scan health plan,scan health plan,payer_name,global,,60,medicare_advantage,medicare_advantage,scan_medicare_advantage,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,scan_medicare,https://www.scanhealthplan.com/,SCAN Health Plan payer value maps to SCAN Medicare Advantage context. Confidence high.
pcr_alias_seven_corners,seven_corners,"seven corners, inc.","seven corners, inc.",payer_name,global,,60,other,,seven_corners_travel_medical,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,seven_corners_about,https://www.sevencorners.com/about/corporate/about-us,Seven Corners Inc payer value maps to travel medical insurance and benefit management context. Confidence high.
pcr_alias_healthpartners_network_ga,health_partners_network,healthpartners,healthpartners,payer_name,state,GA,60,commercial,,health_partners_network,,medical,,GA,ppo,medium,source_verified,accepted,codex_research,2026-05-29,true,health_partners_network,https://www.healthpartnersnetwork.com/,Georgia HealthPartners payer value maps to Northeast Georgia Health Partners PPO network context. State scoping avoids unrelated HealthPartners plans. Confidence high.
pcr_sentara_medicare,sentara_health_plans,sentara health,sentara medicare,exact_clean,global,,50,medicare_advantage,medicare_advantage,sentara_medicare,,,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,sentara_health_plans,https://www.sentara.com/aboutus/about-sentara/sentara-health-plans,Sentara Medicare plan text under Sentara Health maps to Sentara Health Plans Medicare context. Confidence high.
pcr_alias_pruitthealth_premier,pruitthealth_premier,pruitthealth premier,pruitthealth premier,payer_name,global,,60,medicare_advantage,medicare_advantage,pruitthealth_premier,,medical,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,pruitthealth_premier,https://pruitthealthpremier.com/,PruittHealth Premier payer value maps to Medicare Advantage context. Specific SNP subtype is not inferred from all products plan text. Confidence high.
pcr_alias_san_joaquin_health_plan_gmc,health_plan_san_joaquin,san joaquin health plan gmc,san joaquin health plan gmc,payer_name,state,CA,60,medicaid_managed_care,medi_cal,health_plan_san_joaquin,,medical,,CA,,medium,source_verified,accepted,codex_research,2026-05-29,true,hpsj_quality,https://www.hpsj-mvhp.org/quality-management-plan/,San Joaquin Health Plan GMC payer value maps to California Medi-Cal managed care context. Confidence high.
pcr_alias_partnership_healthplan_gmc,partnership_healthplan_california,partnership healthplan gmc,partnership healthplan gmc,payer_name,state,CA,60,medicaid_managed_care,medi_cal,partnership_healthplan,,medical,,CA,,medium,source_verified,accepted,codex_research,2026-05-29,true,partnership_healthplan,https://partnershiphp.org/,Partnership HealthPlan GMC payer value maps to California Medi-Cal managed care context. Confidence high.
pcr_alias_partnership_healthplan_ccs,partnership_healthplan_california,partnership healthplan/ccs,partnership healthplan/ccs,payer_name,state,CA,60,medicaid_managed_care,medi_cal,partnership_healthplan,,medical,,CA,,medium,source_verified,accepted,codex_research,2026-05-29,true,partnership_healthplan,https://partnershiphp.org/,Partnership HealthPlan CCS payer value maps to California Medi-Cal managed care context without creating a separate payer identity. Confidence medium.
pcr_alias_mountain_empire_pace,mountain_empire_pace,mountain empire pace,mountain empire pace,payer_name,global,,60,other_government,pace,mountain_empire_pace,,medical,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,mountain_empire_pace,https://meoc.org/pace/,Mountain Empire PACE payer value maps to PACE Medicare Medicaid program context. Confidence high.
pcr_alias_tricare,tricare,tricare,tricare,payer_name,global,,60,tricare_va,tricare,tricare,,medical,,,,medium,source_verified,accepted,codex_research,2026-05-29,true,tricare_101,https://www.tricare.mil/Plans/New,TRICARE payer value maps to the uniformed services health care program. Regional contractor context is not inferred unless separately visible. Confidence high.
pcr_cigna_ppo,cigna,,ppo,exact_clean,global,,60,commercial,,,,,,,ppo,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Bare PPO plan text under Cigna maps to commercial coverage only within Cigna payer context. Confidence medium.
pcr_cigna_hmo,cigna,,hmo,exact_clean,global,,60,commercial,,,,,,,hmo,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Bare HMO plan text under Cigna maps to commercial coverage only within Cigna payer context. Confidence medium.
pcr_cigna_pos,cigna,,pos,exact_clean,global,,60,commercial,,,,,,,pos,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Bare POS plan text under Cigna maps to commercial coverage only within Cigna payer context. Confidence medium.
pcr_cigna_epo,cigna,,epo,exact_clean,global,,60,commercial,,,,,,,epo,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Bare EPO plan text under Cigna maps to commercial coverage only within Cigna payer context. Confidence medium.
pcr_cigna_oap,cigna,,cigna oap,plan_contains,global,,60,commercial,,cigna_open_access_plus,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Cigna OAP plan text maps to the Cigna Open Access Plus commercial network. Confidence medium.
pcr_cigna_open_access,cigna,,open access,plan_contains,global,,60,commercial,,cigna_open_access_plus,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Open Access plan text under Cigna maps to the Cigna Open Access Plus commercial network. Confidence medium.
pcr_cigna_localplus,cigna,,localplus,plan_contains,global,,60,commercial,,cigna_localplus,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,LocalPlus plan text under Cigna maps to the Cigna LocalPlus commercial network. Confidence medium.
pcr_cigna_local_plus,cigna,,local plus,plan_contains,global,,60,commercial,,cigna_localplus,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_products,https://www.cigna.com/employers-brokers/health-plans/medical-plans/,Local Plus plan text under Cigna maps to the Cigna LocalPlus commercial network. Confidence medium.
pcr_cigna_lifesource,cigna,,lifesource,plan_contains,global,,60,commercial,,cigna_lifesource,,transplant,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_lifesource,https://www.cigna.com/health-care-providers/coverage-and-claims/lifesource-transplant-network,Cigna LifeSOURCE is a transplant network and maps to commercial transplant benefit context. Confidence medium.
pcr_cigna_medicare,cigna,,cigna medicare,plan_contains,global,,60,medicare_advantage,medicare_advantage,,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,cigna_medicare,https://www.cigna.com/medicare/,Cigna Medicare plan text maps to Cigna Medicare Advantage context. Confidence medium.
pcr_bcbst_blue_preferred,bcbs_tennessee,,blue preferred,plan_contains,global,,50,commercial,,bcbst_blue_preferred,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,bcbst_networks,https://www.bcbst.com/our-plans/employer-group-plans/our-networks,Blue Preferred plan text under BCBST maps to the commercial Blue Preferred network. Confidence medium.
pcr_bcbst_blue_select,bcbs_tennessee,,blue select,plan_contains,global,,50,commercial,,bcbst_blue_select,,,,,,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,bcbst_networks,https://www.bcbst.com/our-plans/employer-group-plans/our-networks,Blue Select plan text under BCBST maps to the commercial Blue Select network while priority 10 TennCare rules remain stronger. Confidence medium.
pcr_aetna_hmo,aetna,,hmo,exact_clean,global,,50,commercial,,,,,,,hmo,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,aetna_facts,https://www.aetna.com/about-us/aetna-facts-and-subsidiaries/aetna-facts.html,Bare HMO plan text under Aetna maps to commercial coverage only within Aetna payer context. Confidence medium.
pcr_aetna_ppo,aetna,,ppo,exact_clean,global,,50,commercial,,,,,,,ppo,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,aetna_facts,https://www.aetna.com/about-us/aetna-facts-and-subsidiaries/aetna-facts.html,Bare PPO plan text under Aetna maps to commercial coverage only within Aetna payer context. Confidence medium.
pcr_aetna_epo,aetna,,epo,exact_clean,global,,50,commercial,,,,,,,epo,medium,source_verified,accepted,plan_context_expansion,2026-06-09,true,aetna_facts,https://www.aetna.com/about-us/aetna-facts-and-subsidiaries/aetna-facts.html,Bare EPO plan text under Aetna maps to commercial coverage only within Aetna payer context. Confidence medium.
pcr_caresource_marketplace,caresource,,marketplace,plan_contains,global,,50,exchange_marketplace,,,,,,,,high,source_verified,accepted,plan_context_expansion,2026-06-09,true,caresource_marketplace,https://www.caresource.com/plans/marketplace/,Marketplace plan text under CareSource explicitly maps to CareSource exchange marketplace coverage. Confidence high.
